ID,名称,年代,规格,简介,图片url
1755,民国小孩与蛇石雕,民国,高22，宽26 厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/23\0：6664-A-01.JPG
1756,民国牧羊石雕,民国,高22，宽19 厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/23\0：6665-A-01.JPG
1757,民国人面鱼石雕,民国,高21，宽10 厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/23\0：6666-A-01.JPG
1758,民国母子猴石雕,民国,高20.4，宽24 厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/23\0：6667-A-01.JPG
1759,民国牛郎织女石雕,民国,高25，宽21 厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/23\0：6668-A-01.JPG
1760,清末青田石雕观音,清末,高50.5，宽17.5 厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/23\0：6670-A-01.JPG
1761,Blue-ground Porcelain Plate with Yellow Cloud and Loong Patterns,"Jiaqing Reign, Qing Dynasty",Height 4.5 cm，Width of Mouth 10 cm，Width of Bottom 4.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/30\2.0：12599-A-01.jpg
1762,Plain Tricolour Loong-patterned Porcelain Plate,"Qianlong Reign, Qing Dynasty",Height 3 cm，Width of Mouth 14.3 cm，Width of Bottom 8.7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/30\2.0：12610-A-01.jpg
1763,Blue-and-white Porcelain Dou with Patterns of Changes from Fish to Loong,"Qianlong Reign, Qing Dynasty",Height 18.2 cm，Width of Mouth 22.7 cm，Width of Bottom 17 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/30\2.0：12897-A-01.jpg
1764,Yellow-ground Blue-and-white Eage-folded Porcelain Bowl with Patterns of Flowers with Folded Branches,"Qianlong Reign, Qing Dynasty",Height 8.5 cm，Width of Mouth 26 cm，Width of Bottom 9.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/30\2.0：12963-A-01.jpg
1765,Blue-and-white Porcelain Plate with Patterns of Cloud and Loong,"Jiaqing Reign, Qing Dynasty",Height 3.7 cm，Width of Mouth 16.4 cm，Width of Bottom 9.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36130-A-01.jpg
1766,Porcelain Vase Imitating the Jun Glaze,"Qianlong Reign, Qing Dynasty",Height 24.3 cm，Width of Mouth 7.8 cm，Width of Bottom 8.2 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36384-A-01.jpg
1767,Blue-and-white Double-eared Gourd-shaped Bottle with Patterns of Double Loong Supporting Longevity,"Qianlong Reign, Qing Dynasty",Height 17.5 cm，Width of Mouth 2.7 cm，Bottom 4.1cm x 6.3 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36444-A-01.jpg
1768,Blue-and-white Residue Bucket with Patterns of Flowers with Tangled Branches,"Qianlong Reign, Qing Dynasty",Height 8.3 cm，Width of Mouth 8.2 cm，Width of Bottom 5.8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36450-A-01.jpg
1769,White-glazed Stem Bowl with Dark Patterns of Lotus Supporting Eight Treasures,"Yongzheng Reign, Qing Dynasty",Height 11.3 cm，Width of Mouth 17.6 cm，Width of Bottom 6.8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36457-A-01.jpg
1770,White-glazed Stem Bowl with Dark Patterns of Lotus Supporting Eight Treasures,"Yongzheng Reign, Qing Dynasty",Height 12.6 cm，Width of Mouth 18.5 cm，Width of Bottom 7.4 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36459-A-01.jpg
1771,Blue-and-white Lotus-patterned Porcelain Bowl,"Qianlong Reign, Qing Dynasty",Height 6 cm，Width of Mouth 9.6 cm，Width of Bottom 3.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36494-A-01.jpg
1772,Yellow-glazed Porcelain Plate,"Kangxi Reign, Qing Dynasty",Height 3.2 cm，Width of Mouth 18 cm，Width of Bottom 11 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：36834-A-01.jpg
1773,Blue-and-white Porcelain Plate with Patterns of Changes from Fish to Loong,"Kangxi Reign, Qing Dynasty",Height 6.6 cm，Width of Mouth 39 cm，Width of Bottom 28.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：37654-A-01.jpg
1774,Red-glazed Porcelain Plate,"Kangxi Reign, Qing Dynasty",Height 3.5 cm，Width of Mouth 16.4 cm，Width of Bottom 9.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：37743-A-01.jpg
1775,Green-glazed Porcelain Bowl with Dark Patterns of Flowers with Tangled Branches,"Qianlong Reign, Qing Dynasty",Height 6 cm，Width of Mouth 15 cm，Width of Bottom 5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：37877-A-01.jpg
1776,Blue-and-white Porcelain Bowl with Patterns of Cloud and Loong,"Qianlong Reign, Qing Dynasty",Height 14 cm，Width of Mouth 21 cm，Width of Bottom 11.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：38101-A-01.jpg
1777,Blue-and-white Porcelain Bowl with Pale Patterns of Flowers with Tangled Branches,"Yongzheng Reign, Qing Dynasty",Height 6.7 cm，Width of Mouth 14.3 cm，Width of Bottom 5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：38145-A-01.jpg
1778,Green-ground Purple-Loong-patterned Porcelain Bowl,"Qianlong Reign, Qing Dynasty",Height 5.6 cm，Width of Mouth 11 cm，Width of Bottom 4.3 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：38718-A-01.jpg
1779,Blue-glazed Porcelain Bowl,"Kangxi Reign, Qing Dynasty",Height 6 cm，Width of Mouth 12.3 cm，Width of Bottom 6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：39001-A-01.jpg
1780,Blue-and-white Porcelain Bowl with Pale Patterns of Cloud and Bat,"Yongzheng Reign, Qing Dynasty",Height 4.5 cm，Width of Mouth 9.9 cm，Width of Bottom 3.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：39267-A-01.jpg
1781,Blue-and-white Porcelain Plate with Pale Patterns of Composite Flowers,"Yongzheng Reign, Qing Dynasty",Height 2.4 cm，Width of Mouth 11.4 cm，Width of Bottom 7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：39502-A-01.jpg
1782,Blue-and-white Porcelain Bowl with Patterns of Peonies with Tangled Branches,"Kangxi Reign, Qing Dynasty",Height 6 cm，Width of Mouth 12 cm，Width of Bottom 5.1 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：39721-A-01.jpg
1783,Blue-glazed Porcelain Plate,"Yongzheng Reign, Qing Dynasty",Height 2.8 cm，Width of Mouth 11.3 cm，Width of Bottom 7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：40832-A-01.jpg
1784,Vase with Pierced Handles Imitating the Official Kiln Glaze,"Qianlong Reign, Qing Dynasty",Height 14.8 cm，Mouth 5.4 cm× 4.6 cm，Bottom 5.4 cm × 4.3 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41032-A-01.jpg
1785,Blue-and-white Porcelain Bowl with Patterns of Cloud and Loong,"Yongzheng Reign, Qing Dynasty",Height 5 cm，Width of Mouth 9.5 cm，Width of Bottom 3.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41078-A-01.jpg
1786,Clashingcolor Porcelain Bowl with Patterns of Cloud and Bat,"Yongzheng Reign, Qing Dynasty",Height 4.5 cm，Width of Mouth 10 cm，Width of Bottom 3.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41152-A-01.jpg
1787,Blue-and-white Porcelain Bowl with Patterns of Cloud and Red Bat,"Yongzheng Reign, Qing Dynasty",Height 4.5 cm，Width of Mouth 10 cm，Width of Bottom 3.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41186-A-01.jpg
1788,Blue-and-white Porcelain Plate with Patterns of Lotus Supporting Eight Treasures with Tangled Branches,"Qianlong Reign, Qing Dynasty",Height 9.8 cm，Width of Mouth 44 cm，Width of Bottom 25.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41295-A-01.jpg
1789,Clashingcolor Porcelain Jar with Lid with Patterns of Circular Chrysanthemum,"Qianlong Reign, Qing Dynasty",Height 12 cm，Width of Mouth 5.5 cm，Width of Bottom 6.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41304-A-01.jpg
1790,Red-ground Porcelain Bowl with White Bamboo Patterns,"Jiaqing Reign, Qing Dynasty",Height 5.2 cm，Width of Mouth 11.8 cm，Width of Bottom 4 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41882-A-01.jpg
1791,Blue-and-white Porcelain Plate with Patterns of Peonies with Tangled Branches,"Kangxi Reign, Qing Dynasty",Height 2.9 cm，Width of Mouth 13.2 cm，Width of Bottom 7.9 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41939-A-01.jpg
1792,Blue-and-white Porcelain Bowl with Patterns of Peonies with Tangled Branches,"Kangxi Reign, Qing Dynasty",Height 2.8 cm，Width of Mouth 13.2 cm，Width of Bottom 7.9 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：41943-A-01.jpg
1793,Blue-and-white Porcelain Bowl with Imperial Poem,"Qianlong Reign, Qing Dynasty",Height 5.6 cm，Width of Mouth 10.8 cm，Width of Bottom 4.8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：42363-A-01.jpg
1794,White-glazed Jue (for drinking),Qing Dynasty,Height 15 cm，Width 18 cm × 7.2 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：42726-A-01.jpg
1795,Yellow-ground Porcelain Plate with Blue-and-white Patterns of Single Lotus,"Qianlong Reign, Qing Dynasty",Height 4.6 cm，Width of Mouth 21.5 cm，Width of Bottom 13.8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：43055-A-01.jpg
1796,Red-ground Porcelain Bowl with White Patterns of Lotus with Tangled Branches,"Jiaqing Reign, Qing Dynasty",Height 6.4 cm，Width of Mouth 12.8 cm，Width of Bottom 5.8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：43184-A-01.jpg
1797,Clashingcolor Porcelain Bowl with Green Bamboo Patterns,"Yongzheng Reign, Qing Dynasty",Height 5.3 cm，Width of Mouth 10 cm，Width of Bottom 4.2 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：43209-A-01.jpg
1798,Clashingcolor Porcelain Bowl with Green Bamboo Patterns,"Yongzheng Reign, Qing Dynasty",Height 4.2 cm，Width of Mouth 9.5 cm，Width of Bottom 3.4 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：43232-A-01.jpg
1799,Double-eared Porcelain Vase Imitating the Jun Glaze,"Qianlong Reign, Qing Dynasty",Height 21.7 cm，Width of Mouth 4.5 cm，Width of Bottom 6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：43705-A-01.jpg
1800,White-glazed Stem Bowl with Dark Patterns of Lotus Supporting Eight Treasures,"Yongzheng Reign, Qing Dynasty",Height 10.5 cm，Width of Mouth 18.7 cm，Width of Bottom 7.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：43975-A-01.jpg
1801,Bean-color-glazed Porcelain Plate with Dark Lucid Ganoderma Patterns,"Yongzheng Reign, Qing Dynasty",Height 2.4 cm，Width of Mouth 11.6 cm，Width of Bottom 7.1 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44017-A-01.jpg
1802,Green-glazed Porcelain Bowl with Dark Loong Patterns,"Yongzheng Reign, Qing Dynasty",Height 6.1 cm，Width of Mouth 12 cm，Width of Bottom 4.4 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44171-A-01.jpg
1803,Celadon Water Bowl with Cloud Patterns,"Kangxi Reign, Qing Dynasty",Height 7.5 cm，Width of Mouth 4 cm，Width of Bottom 8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44438-A-01.jpg
1804,Plain Tricolour Porcelain Plate with Fortune and Longevity Patterns,"Qianlong Reign, Qing Dynasty",Height 7.8 cm，Width of Mouth 40.7 cm，Width of Bottom 24 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44550-A-01.jpg
1805,Blue-and-white Porcelain Plate with Patterns of Sea Water and Red Loong,"Qianlong Reign, Qing Dynasty",Height 4 cm，Width of Mouth 17.6 cm，Width of Bottom 11 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44886-A-01.jpg
1806,Blue-and-white Plum Vase with Patterns of Flowers and Fruit with Folded Branches,"Qianlong Reign, Qing Dynasty",Height 36 cm，Width of Mouth 7 cm，Width of Bottom 13 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44887-A-01.jpg
1807,Clashingcolor Porcelain Jar with Lid with Circular Chrysanthemum Patterns,"Qianlong Reign, Qing Dynasty",Height 12 cm，Width of Mouth 5.5 cm，Width of Bottom 6.7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：44977-A-01.jpg
1808,Yellow-glazed Porcelain Bowl,"Kangxi Reign, Qing Dynasty",Height 6.4 cm，Width of Mouth 11.8 cm，Width of Bottom 4.2 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：45025-A-01.jpg
1809,Blue-and-white Waist-folded Plate with Patterns of Tai Chi and Eight Trigrams,"Qianlong Reign, Qing Dynasty",Height 2.5 cm，Width of Mouth 10.7 cm，Width of Bottom 4.2 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：45038-A-01.jpg
1810,Blue-and-white Porcelain Plate with Butterfly and Flower Patterns,"Qianlong Reign, Qing Dynasty",Height 2.1 cm，Width of Mouth 9 cm，Width of Bottom 6.1 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：45150-A-01.jpg
1811,Gallbladder-shaped Vase Imitatiing the Official Kiln Glaze,"Yongzheng Reign, Qing Dynasty",Height 20 cm，Width of Mouth 2.9 cm，Width of Bottom 6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：45511-A-01.jpg
1812,Green-glazed Porcelain Plate,"Yongzheng Reign, Qing Dynasty",Height 3 cm，Width of Mouth 13 cm，Width of Bottom 8 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：45850-A-01.jpg
1813,Red-glazed Porcelain Bowl,"Qianlong Reign, Qing Dynasty",Height 5.3 cm，Width of Mouth 12.3 cm，Width of Bottom 4.4 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：46379-A-01.jpg
1814,Blue-and-white Porcelain Plate with Patterns of Lotus with Tangled Branches,"Kangxi Reign, Qing Dynasty",Height 3.2 cm，Width of Mouth 15.4 cm，Width of Bottom 9.3 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：46442-A-01.jpg
1815,Blue-and-white Porcelain Plate with Patterns of Cloud and Loong,"Qianlong Reign, Qing Dynasty",Height 3.7 cm，Width of Mouth 16.7 cm，Width of Bottom 9.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：46470-A-01.jpg
1816,Yellow-glazed Porcelain Bowl with Dark Loong Patterns,"Qianlong Reign, Qing Dynasty",Height 7 cm，Width of Mouth 13.8 cm，Width of Bottom 7.3 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：46507-A-01.jpg
1817,Yellow-glazed Porcelain Bowl,"Kangxi Reign, Qing Dynasty",Height 8.5 cm，Width of Mouth 18.5 cm，Width of Bottom 7.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：46594-A-01.jpg
1818,Wood-grain-color-glazed Porcelain Bowl,Qing Dynasty,Height 4.5 cm，Width of Mouth 13.2 cm，Width of Bottom 9 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：46780-A-01.jpg
1819,Blue-and-white Cup Holder with Patterns of Lotus with Tangled Branches,"Kangxi Reign, Qing Dynasty",Height 1.6 cm，Width of Mouth 11.6 cm，Width of Bottom 7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：47061-A-01.jpg
1820,Blue-and-white Porcelain Bowl with Patterns of Lotus with Tangled Branches,"Qianlong Reign, Qing Dynasty",Height 4 cm，Width of Mouth 9.8 cm，Width of Bottom 3.7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：47285-A-01.jpg
1821,Red-glazed Porcelain Plate,"Qianlong Reign, Qing Dynasty",Height 2.7 cm，Width of Mouth 11.9 cm，Width of Bottom 6.6 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：47905-A-01.jpg
1822,White-glazed Porcelain Plate,"Qianlong Reign, Qing Dynasty",Height 5 cm，Width of Mouth 20.5 cm，Width of Bottom 12 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：47922-A-01.jpg
1823,Celadon Plate with Dark Lucid Ganoderma Patterns,"Yongzheng Reign, Qing Dynasty",Height 2.4 cm，Width of Mouth 11.6 cm，Width of Bottom 7 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：47964-A-01.jpg
1824,Blue-and-white Porcelain Bowl with Patterns of Auspicious Fruit with Folded Branches,"Qianlong Reign, Qing Dynasty",Height 5 cm，Width of Mouth 11.8 cm，Width of Bottom 4.5 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：48007-A-01.jpg
1825,Clashingcolor Porcelain Bowl with Patterns of Lotus with Tangled Branches,"Jiaqing Reign, Qing Dynasty",Height 6.6 cm，Width of Mouth 14 cm，Width of Bottom 5.2 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：48081-A-01.jpg
1826,Yellow-glazed Porcelain Jue (for drinking) with Outlines in Gold,"Qianlong Reign, Qing Dynasty",Height 16.7 cm，Width of Mouth 17.8 cm，Width of Bottom 7.3 cm,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/09/29\2.0：48336-A-01.jpg
1827,现代潘雨辰青田石雕《孔雀姑娘》,20世纪50年代,长16.5，宽13.2，通高35，座高3.8  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/27\0：6830.jpg
1828,民国傅抱石刻“卢继芳”石印,民国,印面长1.5，宽1.4，高3.1  厘米,无简介,https://www.njmuseum.com/files/nb/collection/modify/2020/10/27\0：6831-A-01.jpg
