名称,年代,规格,简介,图片url
-【清】釉里三色山水笔筒-,清,无尺寸,"瓷质，胎体厚重。圆口，直壁，玉璧底。内外施白袖，袖质莹润，外壁装饰青花、釉里红、豆青三种釉下彩，画面由远山、近水，堤岸、楼台、树木、渔船组成，笔法飘逸潇洒，给人以朦胧的美感。
釉里三色是清代康熙时期创烧的瓷器新品种，以青釉为地加绘青花、袖里红纹饰，器体表面部分有凸起感。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0028.jpg
-【清】釉里三色山水笔筒-,清,鲍天成，明代雕刻名家，吴县（今江苏苏州）人，能雕琢犀象、香科、紫檀团匣、香盒、扇坠之类，所刻犀杯在江南很负盛名，可与当时琢玉名手陆子刚齐名。,"瓷质，胎体厚重。圆口，直壁，玉璧底。内外施白袖，袖质莹润，外壁装饰青花、釉里红、豆青三种釉下彩，画面由远山、近水，堤岸、楼台、树木、渔船组成，笔法飘逸潇洒，给人以朦胧的美感。
釉里三色是清代康熙时期创烧的瓷器新品种，以青釉为地加绘青花、袖里红纹饰，器体表面部分有凸起感。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0028.jpg
-【清】紫檀刻罗汉笔筒-,清,鲍天成，明代雕刻名家，吴县（今江苏苏州）人，能雕琢犀象、香科、紫檀团匣、香盒、扇坠之类，所刻犀杯在江南很负盛名，可与当时琢玉名手陆子刚齐名。,"圆筒形，玉璧底，底承三短足。筒身浅浮雕万廉山画、王子若刻三位罗汉，分别如下：其一，注茶半托迦尊者（亦称看门罗汉），左铭『轮珠推百八，倚杖忘朝昏，眼碧烁香烟，于斯者所尊。道光三年癸未七月望，弟子万廉山沐浴敬绘。』其二，伐那婆斯尊者，左铭：『蕉阴竹影下，书卷伴炉香，等闲无外事，支颐入梦长。太仓王子若刻。』其三，跋陀罗尊者，左铭：『沐熏双手捧金莲，擅气馨香上九天，为庆众生成正果，频将佛法广传宣。子若刻。』何澄子女捐赠。
万廉山（1766~1826年），原名万承纪，江西南昌人，官江苏知府。
王子若（1788~1841年），清朝著名画家王原祁五也孙，寓居苏州。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0033.jpg
-【明】鲍天成雕银杏木竹节小虫香筒-,明  ,高12.9厘米 底径4.1厘米 口径3.3厘米,香筒以银杏木雕成，呈竹筒形，平底，中孔。两端各阳刻竹节，在下端节处附生一枝嫩竹，枝叶顺势向上攀升。竹身浮雕三只小虫自由地爬行于竹叶之间。香筒底端处刻阳文“鲍天成”篆书印章款。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207161642N6p3gy.jpg
-【民国】鸡血石印-,民国,长2.9厘米 宽2.9厘米 高6厘米,印文：大儿孔文举小儿杨祖德前身陶彭泽后身韦苏州。款：余倩立庵治印援正平例有大小儿语北海齿德远在祢上正平德祖亦生死肝胆交绝无不敬之意斯语特表示热爱耳虑昧者不察更乞立庵此以溯其朔并缀跋如左一九四五年亚子。为词句印。印文：吴江柳亚子。款：自四六年渝州别亚老时切葭思今舍兄出二石属为治印谨集古玺文字成之呈上乞教并驰远念五三年三月立庵于汉。印文：亚子之玺。款：古玺意美神逸此印似之未可与俗眼道之乙酉大雪立庵于渝。另二印为姓名印。印主柳亚子（1887~1958年），江苏吴江人。青年时代献身中国民主革命，先后入上海爱国学社、革命组同盟会，1909年又创立南社。1924年，加入中国国民党。1949年当选为中央 人民政府委员。1954年当选为全国人民代表大会代表和常务委员.两印以大篆入印，线条浑厚灵动，朴拙大气，是仿古玺而新意者。大儿印边款为柳亚子自刻长跋，详细记述了此印的用典及刻制经过时地等信息，可以作为文献来看待。柳虽不善书刻，然此跋章法谨严。字画深峻，显示了柳氏不凡的书法造诣。 曹立庵（1921~1991年），名晋，又名美植，号十万印楼主人，湖北武昌人。著名画家、书法家、金石篆刻家。解放前得到柳亚子先生的赏识，引其刻印章两枚于毛主席。篆刻以秦汉为根基，喜以金文大篆入印，用刀以冲刀为主，兼有短切。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0231.jpg
-【清】竹雕人物杯-,清   ,口径6.6厘米 高5.6厘米,此杯取材一节竹根，雕刻成桃花形，口微敞，斜腹，从上逐渐向下内收，圈足。杯柄为一桃枝，弯曲向上伸展，枝上长有两朵含苞欲放的花蕾。杯外壁雕有竹林七贤图。画面上群山怀抱，怪石嶙峋，树木茂盛，主题为一大片幽深的竹林，竹前奇石错叠，恰似天然台椅，七位贤士结伴为竹林之游，或坐或立，神态安神，表现了自由自在地追求人与自然的融合。杯柄有隶书款识：“石樵法古”。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207154225goxPGi.jpg
-【明】沉香木雕菊石杯-,明 ,高 9 厘米 口径 7.5厘米 底径 4 厘米,此杯上宽下窄，杯口呈不规则圆形，杯壁光素，颈以下高浮雕菊石图案。共三丛菊，菊畔各安一拳石。菊花主次分明，拳石富有立体感。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207162337QafhT2.jpg
-【清】竹雕东坡夜游赤壁笔筒-,清 ,通高 17.4厘米 径 14 厘米,笔筒采用宋代大文豪苏轼的《赤壁赋》一文为题材，镌刻了苏东坡等人乘舟夜游赤壁的情景。作品构图十分新奇，在岩壑群中僻出一角，江水由此奔腾而出。一舟驻锚压浪而泊，舟中人物昂首瞻月，而举止各异。崖壁松、柏、桐、椿盘翥如舞，偃昂如盖，云烟飘渺浮动，圆月若映若掩。此器有紫檀木镶配口底，下承四矮足。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207152743xHOnjw.jpg
-【清】椰壳雕棋子罐-,清,鲍天成，明代雕刻名家，吴县（今江苏苏州）人，能雕琢犀象、香科、紫檀团匣、香盒、扇坠之类，所刻犀杯在江南很负盛名，可与当时琢玉名手陆子刚齐名。,一对。棋子罐，呈扁鼓形，唇口，内凸底，口、底各饰鼓钉，肩两侧雕狮头铺首。腹部前后开光浅浮雕双螭纹，正中双圈内分别雕篆体和梵文的寿字，上下雕饰缠枝蝙蝠纹，左右为卷草纹.,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0252.jpg
-【清】御题关槐山水诗墨-,清,鲍天成，明代雕刻名家，吴县（今江苏苏州）人，能雕琢犀象、香科、紫檀团匣、香盒、扇坠之类，所刻犀杯在江南很负盛名，可与当时琢玉名手陆子刚齐名。,"圆形。墨面浮雕山水图。墨背四周环绕云龙纹，中框内有关槐楷书题的乾隆皇帝诗：御题关槐山水。松下敞书寮，策筇人过桥，无僮若为侯，有鹤似相招。春籁风前落，泉绅云外飘。仙台阿那畔，来往会王乔。臣关槐敬书。下钤臣、槐方印。此墨质地精良，图案细致，呈现—种诗情画意、生气盎然的景象。造型优美，装饰华丽，节乃作为进献皇帝的贡品。此墨为吴湖帆旧藏。
关槐，字晋卿，号云严等，乾隆年间内廷供奉。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0102.jpg
-【明】白玉匜-,明 ,口径10.4厘米、长13.2厘米、高4.6厘米,此匜为明代饮酒器。杯身略作腰圆形，带长流，椭圆形圈足。素面无纹，以一透雕龙首口衔匜沿为耳。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207125538ixuhNm.jpg
-【清】圆形篆香炉-,清,高9.2厘米,该炉呈圆柱，设两个隔层，分上中下三个空间，平底，下承三足，饰以如意云头纹。外部饰以仿古篆体铭文。最上层顶部饰以圆形福字及方形窗格纹。上层放置铜质香篆和压香板，中层是储存烟灰的空间，为三层空间最高者，最下层是存放铜质小刷子、灰铲、刮刀等行香工具的空间。 篆香炉是晚清时期开始流行的香道用具，因其造型各异，工具齐全，制香方便而盛极一时。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_134.jpg
-【清】碧玉双耳环八棱番莲大洗-,清  ,长43厘米 宽29.3厘米 高8.4厘米,大洗用优质菠菜绿碧玉雕琢而成，八边形。整器壁薄、均匀明净，光滑鉴影，具有较高的透明度，抛光技艺精湛，制作工整。,https://file.szmuseum.com/WaterMark/文章管理缩略图/20210207130441Nr9JOM.jpg
-【民国】桃形三足铜炉-,民国,口径9.2厘米 高12.4厘米,铜炉呈寿桃形，平口，缺盖。造型生动逼真，以桃枝形铸把手和三足。整器以上等铜质铸造，沉实压手，叩之，余音袅袅，若空谷回响，经久不息，可见质地绝佳。栗壳皮色，古朴敦厚，华丽艳秀。明代宣德年间是铜香炉制作的巅峰阶段，直至民国，历代工匠摹古而不泥古，在宣德炉的基础上研发出各类新品种。此器造型生趣盎然，捶打抛光工艺华丽富贵。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_145.jpg
-【清】程凤池千岁芝墨-,清,鲍天成，明代雕刻名家，吴县（今江苏苏州）人，能雕琢犀象、香科、紫檀团匣、香盒、扇坠之类，所刻犀杯在江南很负盛名，可与当时琢玉名手陆子刚齐名。,"扁长方形。墨面阴文楷书填金千岁芝。墨背阳文楷书诗词：胶漆相投历岁华，临池常助笔生花。绿烟浮处楼台现，十二龙宾护绛纱。墨两侧分署楷书款铭气康熙乙亥、程凤池监制。顶铭吉字。何澄子女捐赠。
程凤池，安徽歙县人，明万历时制墨名家，署号经义斋。子赞仲、孙晖吉继承墨业，至清初仍盛名不衰。此墨顶铭有吉字，为程池孙晖吉所做。",https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0088.jpg
-【清】端石长方形砚-,清,鲍天成，明代雕刻名家，吴县（今江苏苏州）人，能雕琢犀象、香科、紫檀团匣、香盒、扇坠之类，所刻犀杯在江南很负盛名，可与当时琢玉名手陆子刚齐名。,长方形，砚面开浅砚堂，砚堂平滑，一端微凹成墨池，池内浮雕海水纹及云纹，错落有致，繁而不乱。砚背上端刻有竹石及神鸟纹，云间有一石眼，巧作高空明月。此砚雕刻神态生动，画面动静结合。石质细腻温润，色泛青紫，是端石中之上品。何澄子女捐赠。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0187.jpg
-【明】青花灵芝纹天官耳三足炉-,明,口径6.8厘米 高9厘米,该炉为洗口，短颈，腹呈丰满的扁圆形，口肩处竖立两朝板耳，下承三足。器身饰灵花草芝纹，青花发色淡雅，为典型的明代中晚期风格。明代香炉以铜质为多，此类瓷质小香炉实属罕见。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_148.jpg
-【清】冲天耳三足铜炉-,清,口径10.6厘米 高7.7厘米,圆唇，口微侈，束颈，鼓腹﹐圜底，下承三锥形足，双冲天耳。底为方形阳文篆体“永世之宝”四字款识。炉为藏经纸色。《帝京景物略》载宣炉色五等，谓栗色、茄皮色、棠梨色、褐色，而以藏经纸色为最。器型中规中矩，素净典雅。呈栗壳色，皮色匀称光润。底款“永世之宝”颇有古风，金石味浓，属私家款，是为定制之器。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_58.jpg
-【民国】寿山石印-,民国,长3.1厘米 宽3厘米 高1.7厘米,印文：大儿孔文举小儿杨祖德前身陶彭泽后身韦苏州。款：余倩立庵治印援正平例有大小儿语北海齿德远在祢上正平德祖亦生死肝胆交绝无不敬之意斯语特表示热爱耳虑昧者不察更乞立庵此以溯其朔并缀跋如左一九四五年亚子。为词句印。印文：吴江柳亚子。款：自四六年渝州别亚老时切葭思今舍兄出二石属为治印谨集古玺文字成之呈上乞教并驰远念五三年三月立庵于汉。印文：亚子之玺。款：古玺意美神逸此印似之未可与俗眼道之乙酉大雪立庵于渝。另二印为姓名印。印主柳亚子（1887~1958年），江苏吴江人。青年时代献身中国民主革命，先后入上海爱国学社、革命组同盟会，1909年又创立南社。1924年，加入中国国民党。1949年当选为中央 人民政府委员。1954年当选为全国人民代表大会代表和常务委员.两印以大篆入印，线条浑厚灵动，朴拙大气，是仿古玺而新意者。大儿印边款为柳亚子自刻长跋，详细记述了此印的用典及刻制经过时地等信息，可以作为文献来看待。柳虽不善书刻，然此跋章法谨严。字画深峻，显示了柳氏不凡的书法造诣。 曹立庵（1921~1991年），名晋，又名美植，号十万印楼主人，湖北武昌人。著名画家、书法家、金石篆刻家。解放前得到柳亚子先生的赏识，引其刻印章两枚于毛主席。篆刻以秦汉为根基，喜以金文大篆入印，用刀以冲刀为主，兼有短切。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0231.jpg
-【宋】橛钮铜印-,宋,无尺寸,印文：献卿。此印为私印，出土于苏州虎丘宋胡献卿之墓，原置于紫红色盖石函中。函呈正方体，覆斗形盖，盖内有开孔的内盖，以保护印章。印文小篆，字口深峻，以铜条焊接而成。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0212.jpg
-【清】狮耳活环金片铜炉-,清,口径7.2厘米 高8.8厘米,该器为钵盂式狮耳活环炉，唇口内敛，丰肩敛足，肩部饰以铺首衔环耳一对，衔活环。鼓腹，平底微凹，外底施以阳文“大明宣德年制”六字楷书款。该炉线条圆弧流畅，双耳衔环形制朴素规正。皮色沉穆润泽，采用贴金工艺。器壁厚薄适中，持之沉稳。是为钵式炉之典雅器型，器身无繁琐装饰，简洁明了。该炉从工艺上称之为“金片炉”，呈现以金屑成片状的形式，金片状如祥云，小中见大，给整器增添庄重肃穆之感。,https://file.szmuseum.com/WaterMark/文章管理缩略图/香事清心_118.jpg
-【清】象牙刻人物扇骨-,清,无尺寸,松高刻人物画象牙扇骨，人物雕工精细，形象自然，阳文行书：几人能对菊花间，阜长画。象牙色泽微黄，质地细密，尤宜于精雕细琢，是雕刻的上等材料。,https://file.szmuseum.com/WaterMark/文章管理缩略图/文房雅玩_0265.jpg
